0.000000000000000000e+00,0.000000000000000000e+00,2.085457990464975069e+02,1.823826334163932472e+02
0.000000000000000000e+00,0.000000000000000000e+00,2.086048299641848587e+02,1.865025201708137388e+02
0.000000000000000000e+00,0.000000000000000000e+00,2.083759569576360207e+02,1.906200067710558415e+02
0.000000000000000000e+00,0.000000000000000000e+00,2.078601016176691019e+02,1.947185135518216157e+02
0.000000000000000000e+00,0.000000000000000000e+00,2.070593411116702498e+02,1.987815372728473733e+02
0.000000000000000000e+00,0.000000000000000000e+00,2.059768998195736742e+02,2.027927175716274633e+02
0.000000000000000000e+00,0.000000000000000000e+00,2.046171363504216743e+02,2.067359028408197616e+02
0.000000000000000000e+00,0.000000000000000000e+00,2.029855259917845842e+02,2.105952152650679068e+02
0.000000000000000000e+00,0.000000000000000000e+00,2.010886386627098830e+02,2.143551147553597218e+02
0.000000000000000000e+00,0.000000000000000000e+00,1.989341124589771823e+02,2.180004615234808796e+02
0.000000000000000000e+00,0.000000000000000000e+00,1.965306228971823259e+02,2.215165770445986198e+02
0.000000000000000000e+00,0.000000000000000000e+00,1.938878479814939624e+02,2.248893031625004824e+02
0.000000000000000000e+00,0.000000000000000000e+00,1.910164292337466634e+02,2.281050590994922800e+02
0.000000000000000000e+00,0.000000000000000000e+00,1.879279288437882940e+02,2.311508961413967995e+02
0.000000000000000000e+00,0.000000000000000000e+00,1.846347831126221593e+02,2.340145497774554997e+02
0.000000000000000000e+00,0.000000000000000000e+00,1.811502523758124710e+02,2.366844890851846799e+02
0.000000000000000000e+00,0.000000000000000000e+00,1.774883676087929132e+02,2.391499631613305041e+02
0.000000000000000000e+00,0.000000000000000000e+00,1.736638739290808644e+02,2.414010444119621184e+02
0.000000000000000000e+00,0.000000000000000000e+00,1.696921712228933359e+02,2.434286685273883108e+02
0.000000000000000000e+00,0.000000000000000000e+00,1.655892521352404287e+02,2.452246709809335528e+02
0.000000000000000000e+00,0.000000000000000000e+00,1.613716376731883315e+02,2.467818199046052712e+02
0.000000000000000000e+00,0.000000000000000000e+00,1.570563106815950505e+02,2.480938452092738657e+02
0.000000000000000000e+00,0.000000000000000000e+00,1.526606474591879419e+02,2.491554638321086088e+02
0.000000000000000000e+00,0.000000000000000000e+00,1.482023477903416904e+02,2.499624010096069924e+02
0.000000000000000000e+00,0.000000000000000000e+00,1.436993636742936360e+02,2.505114074905586961e+02
0.000000000000000000e+00,0.000000000000000000e+00,1.391698270387789478e+02,2.508002726196333469e+02
0.000000000000000000e+00,0.000000000000000000e+00,1.346319767291571168e+02,2.508278332389093066e+02
0.000000000000000000e+00,0.000000000000000000e+00,1.301040850670189855e+02,2.505939783715000715e+02
0.000000000000000000e+00,0.000000000000000000e+00,1.256043842739968284e+02,2.500996496684191470e+02
0.000000000000000000e+00,0.000000000000000000e+00,1.211509930570427827e+02,2.493468376168835050e+02
0.000000000000000000e+00,0.000000000000000000e+00,1.167618436507908797e+02,2.483385735253244491e+02
0.000000000000000000e+00,0.000000000000000000e+00,1.124546096107771262e+02,2.470789173173781137e+02
0.000000000000000000e+00,0.000000000000000000e+00,1.082466346482692643e+02,2.455729411840061118e+02
0.000000000000000000e+00,0.000000000000000000e+00,1.041548627932627227e+02,2.438267091595726015e+02
0.000000000000000000e+00,0.000000000000000000e+00,1.001957701668523271e+02,2.418472527041183184e+02
0.000000000000000000e+00,0.000000000000000000e+00,9.638529863770745010e+01,2.396425423901524994e+02
0.000000000000000000e+00,0.000000000000000000e+00,9.273879162979389434e+01,2.372214558079707558e+02
0.000000000000000000e+00,0.000000000000000000e+00,8.927093233982049014e+01,2.345937418187320986e+02
0.000000000000000000e+00,0.000000000000000000e+00,8.599568461318871471e+01,2.317699812992359512e+02
0.000000000000000000e+00,0.000000000000000000e+00,8.292623671651537620e+01,2.287615445364655784e+02
0.000000000000000000e+00,0.000000000000000000e+00,8.007494823313791699e+01,2.255805454434556907e+02
0.000000000000000000e+00,0.000000000000000000e+00,7.745330029543434591e+01,2.222397927808400198e+02
0.000000000000000000e+00,0.000000000000000000e+00,7.507184935435556383e+01,2.187527385804930589e+02
0.000000000000000000e+00,0.000000000000000000e+00,7.294018467232295677e+01,2.151334239789455580e+02
0.000000000000000000e+00,0.000000000000000000e+00,7.106688971065332794e+01,2.113964226786834786e+02
